interval
79
71
14
7
25
46
42
5
11
37
19
4
121
3
6
57
67
8
20
18
35
5
3
17
113
21
13
36
18
52
11
20
48
9
18
1
113
33
2
31
49
9
4
17
18
67
16
1
111
32
23
3
45
23
12
42
35
17
9
8
100
31
44
53
34
20
33
10
4
1
30
110
39
11
8
74
20
35
5
12
4
28
14
82
69
4
14
54
72
4
2
8
40
6
5
114
25
11
36
15
29
31
20
49
20
9
1
87
63
7
19
4
86
29
2
22
8
10
23
105
34
18
4
68
42
10
3
41
3
11
21
128
17
6
2
78
17
9
23
50
15
1
14
109
26
9
28
79
21
14
22
21
13
7
11
99
43
24
23
34
9
2
89
16
6
9
6
72
70
28
14
61
12
33
22
20
18
10
109
51
4
16
52
30
9
28
51
1
9
107
33
20
38
37
35
17
41
13
6
6
7
92
44
28
3
17
33
78
13
18
6
3
25
105
39
6
33
39
14
20
19
26
41
15
3
91
35
44
5
41
35
22
8
27
33
6
13
103
31
35
10
28
18
46
7
42
38
1
1
87
51
33
2
36
37
30
31
41
8
4
104
44
9
22
3
49
8
40
68
5
8
105
44
17
15
50
3
34
54
12
3
18
5
88
52
28
40
18
11
5
12
29
52
21
4
103
51
3
2
56
28
13
32
8
5
56
3
125
12
1
24
94
20
3
5
35
7
10
24
83
70
12
4
47
41
39
39
4
4
17
95
37
22
9
41
47
28
13
27
6
24
11
78
77
14
8
22
25
76
26
19
10
4
1
107
38
4
27
22
45
28
2
52
19
2
14
102
42
27
1
27
44
26
52
33
4
2
93
46
7
47
12
66
9
9
8
8
49
6
100
20
86
3
9
18
34
46
12
3
2
27
95
58
3
18
5
79
40
20
24
5
6
7
102
36
30
11
39
18
22
76
14
4
2
6
95
51
5
44
16
19
9
60
28
22
4
7
66
86
3
21
55
6
10
61
39
9
2
2
97
70
2
11
60
11
33
7
15
18
24
12
85
64
7
21
41
20
28
42
16
30
1
5
82
54
18
42
4
83
1
30
4
12
7
23
101
36
16
9
51
49
25
34
12
13
12
2
93
46
13
43
30
50
12
5
2
18
35
13
120
22
3
32
51
8
18
49
3
45
1
8
102
40
8
25
17
54
25
37
17
12
3
20
91
66
4
72
16
14
73
14
4
4
2
128
8
8
7
90
20
2
33
25
21
4
14
110
41
4
12
29
29
69
4
4
16
25
17
87
55
28
15
7
16
60
20
3
36
24
9
91
59
14
11
63
12
12
10
50
21
2
15
96
27
40
8
5
66
26
41
18
9
23
1
111
31
4
48
31
1
76
8
8
11
31
81
74
5
7
16
41
18
55
43
7
6
7
97
42
26
9
70
5
4
39
42
12
1
13
98
42
6
58
22
46
25
43
3
11
5
1
74
88
1
30
37
38
17
34
16
21
4
84
69
1
38
34
25
21
4
64
13
5
2
108
24
40
28
9
47
23
11
63
4
3
84
63
12
24
58
24
17
32
16
5
19
6
108
19
21
12
65
19
28
35
19
9
10
15
108
22
22
32
74
6
22
11
36
7
15
5
115
38
17
13
1
69
16
10
3
61
2
15
94
50
18
2
40
62
8
23
34
27
2
97
43
26
39
2
1
42
24
39
27
13
7
94
58
11
15
20
36
44
2
57
12
2
9
88
54
35
2
22
60
8
24
14
23
16
14
83
71
4
26
5
33
63
24
1
4
38
8
90
59
2
18
52
7
40
36
9
31
14
2
94
34
32
6
75
36
15
28
20
1
6
13
110
26
9
22
48
21
43
34
8
31
8
104
29
24
21
18
57
42
1
6
9
29
20
107
39
8
41
45
58
1
6
8
24
2
21
112
35
5
24
58
1
8
88
3
22
2
2
111
26
31
7
54
38
21
23
23
3
19
4
84
65
16
3
53
1
61
18
10
14
28
7
86
61
5
43
6
60
30
57
8
1
1
2
102
33
15
38
43
41
14
4
2
10
51
7
104
50
5
10
57
13
43
28
24
16
9
1
105
47
5
5
63
15
22
24
61
6
4
3
106
32
24
6
60
10
16
46
31
1
19
9
91
51
19
12
2
94
7
3
67
6
2
6
104
39
7
16
53
39
17
5
19
32
12
17
107
44
8
2
43
52
4
23
6
36
30
5
96
46
16
33
22
9
65
22
12
7
10
22
84
68
7
24
24
30
17
70
20
3
12
1
106
24
25
29
13
38
69
10
21
4
8
13
96
55
5
1
22
105
23
15
8
17
13
98
43
19
15
12
71
16
33
8
2
36
7
99
32
14
38
30
34
9
28
12
53
4
7
106
27
17
10
29
46
35
8
22
26
26
8
119
23
5
27
41
44
42
11
14
21
8
5
95
54
13
41
30
6
24
29
22
15
23
8
96
45
20
26
40
28
25
62
6
3
5
4
98
46
6
19
28
50
25
53
10
2
10
13
109
42
4
1
16
71
6
49
12
7
42
1
127
7
15
6
69
22
11
45
10
22
20
6
93
61
1
39
25
38
22
15
37
9
12
8
100
45
2
36
41
3
8
85
21
8
3
8
103
41
11
51
17
14
11
15
66
19
8
4
84
72
7
9
5
9
85
20
31
23
14
1
